experiment,experiment_title,owner,conditions,evaluation_split,timing_scope,config_id,label,family,status,flags,seeds_attempted,seeds_valid,acc_mean,acc_sd,acc_per_seed,wall_seconds_mean,final_path,asset_sets,epochs,n_train,index_acc_mean,index_acc_sd
per_layer_sigma,"Per-layer sigma profiles (rho), adaptive controller, sigma0 sweep",Aubin,"own self-paired assets per seed (different digest scheme); per_layer_cpu is a 6,000/2,000-image CPU pilot of 12 epochs",test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",plain,"Baseline: no blur, full 32x32 throughout (per-layer batch) [launch per-layer-sigma-20260910-094757]",plain,valid,,3,3,74.42,0.2858321185591314,"74.10,74.65,74.51",,current=target,per-layer-self-paired,30.0,50000.0,74.42,0.2858321185591314
per_layer_sigma,"Per-layer sigma profiles (rho), adaptive controller, sigma0 sweep",Aubin,"own self-paired assets per seed (different digest scheme); per_layer_cpu is a 6,000/2,000-image CPU pilot of 12 epochs",test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",plain,"Baseline: no blur, full 32x32 throughout (per-layer batch) [5000 train / 2000 eval, 4 epochs]",plain,valid,,1,1,28.4,,28.40,,current=target,None,4.0,5000.0,28.4,
per_layer_sigma,"Per-layer sigma profiles (rho), adaptive controller, sigma0 sweep",Aubin,"own self-paired assets per seed (different digest scheme); per_layer_cpu is a 6,000/2,000-image CPU pilot of 12 epochs",test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",plain@sigma0=1,"Baseline: no blur, full 32x32 throughout (per-layer batch), sigma0 = 1",plain,valid,,3,3,74.13333333333334,0.7266590213665074,"74.19,74.83,73.38",,current=target,per-layer-self-paired,30.0,50000.0,74.13333333333333,0.7266590213665074
per_layer_sigma,"Per-layer sigma profiles (rho), adaptive controller, sigma0 sweep",Aubin,"own self-paired assets per seed (different digest scheme); per_layer_cpu is a 6,000/2,000-image CPU pilot of 12 epochs",test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",rho0.5,"Per-layer blur strength, exponent 0.5 [6000 train / 2000 eval, 12 epochs]",profile,valid,,1,1,45.800000000000004,,45.80,,current=target,None,12.0,6000.0,45.800000000000004,
per_layer_sigma,"Per-layer sigma profiles (rho), adaptive controller, sigma0 sweep",Aubin,"own self-paired assets per seed (different digest scheme); per_layer_cpu is a 6,000/2,000-image CPU pilot of 12 epochs",test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",rho0.5,"Per-layer blur strength, exponent 0.5",profile,valid,,3,3,74.65333333333334,0.6657577136866923,"74.69,73.97,75.30",,current=target,per-layer-self-paired,30.0,50000.0,74.65333333333334,0.6657577136866923
per_layer_sigma,"Per-layer sigma profiles (rho), adaptive controller, sigma0 sweep",Aubin,"own self-paired assets per seed (different digest scheme); per_layer_cpu is a 6,000/2,000-image CPU pilot of 12 epochs",test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",rho1,"Per-layer blur strength, exponent 1 [6000 train / 2000 eval, 12 epochs]",profile,valid,,1,1,49.0,,49.00,,current=target,None,12.0,6000.0,49.0,
per_layer_sigma,"Per-layer sigma profiles (rho), adaptive controller, sigma0 sweep",Aubin,"own self-paired assets per seed (different digest scheme); per_layer_cpu is a 6,000/2,000-image CPU pilot of 12 epochs",test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",rho1,"Per-layer blur strength, exponent 1 [launch per-layer-adaptive-fix-20260910-130520]",profile,valid,,3,3,77.65666666666667,0.676559925899642,"76.89,78.17,77.91",,current=target,per-layer-self-paired,30.0,50000.0,77.65666666666667,0.676559925899642
per_layer_sigma,"Per-layer sigma profiles (rho), adaptive controller, sigma0 sweep",Aubin,"own self-paired assets per seed (different digest scheme); per_layer_cpu is a 6,000/2,000-image CPU pilot of 12 epochs",test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",rho1,"Per-layer blur strength, exponent 1 [launch per-layer-sigma-20260910-094757]",profile,valid,,3,3,77.64666666666668,0.7433258594542077,"77.14,77.30,78.50",,current=target,per-layer-self-paired,30.0,50000.0,77.64666666666666,0.7433258594542077
per_layer_sigma,"Per-layer sigma profiles (rho), adaptive controller, sigma0 sweep",Aubin,"own self-paired assets per seed (different digest scheme); per_layer_cpu is a 6,000/2,000-image CPU pilot of 12 epochs",test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",rho1@sigma0=1,"Per-layer blur strength, exponent 1, sigma0 = 1",profile,valid,,3,3,77.84333333333332,0.6334298172120829,"77.13,78.06,78.34",,current=target,per-layer-self-paired,30.0,50000.0,77.84333333333333,0.6334298172120829
per_layer_sigma,"Per-layer sigma profiles (rho), adaptive controller, sigma0 sweep",Aubin,"own self-paired assets per seed (different digest scheme); per_layer_cpu is a 6,000/2,000-image CPU pilot of 12 epochs",test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",rho2,"Per-layer blur strength, exponent 2 [6000 train / 2000 eval, 12 epochs]",profile,valid,,1,1,50.1,,50.10,,current=target,None,12.0,6000.0,50.1,
per_layer_sigma,"Per-layer sigma profiles (rho), adaptive controller, sigma0 sweep",Aubin,"own self-paired assets per seed (different digest scheme); per_layer_cpu is a 6,000/2,000-image CPU pilot of 12 epochs",test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",rho2,"Per-layer blur strength, exponent 2",profile,valid,,3,3,76.65,0.2066397831977183,"76.68,76.84,76.43",,current=target,per-layer-self-paired,30.0,50000.0,76.64999999999999,0.2066397831977183
per_layer_sigma,"Per-layer sigma profiles (rho), adaptive controller, sigma0 sweep",Aubin,"own self-paired assets per seed (different digest scheme); per_layer_cpu is a 6,000/2,000-image CPU pilot of 12 epochs",test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",rho2,"Per-layer blur strength, exponent 2 [5000 train / 2000 eval, 4 epochs]",profile,valid,,1,1,31.8,,31.80,,current=target,None,4.0,5000.0,31.8,
per_layer_sigma,"Per-layer sigma profiles (rho), adaptive controller, sigma0 sweep",Aubin,"own self-paired assets per seed (different digest scheme); per_layer_cpu is a 6,000/2,000-image CPU pilot of 12 epochs",test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",s0_0.25@sigma0=0.25,"Per-layer blur strength, exponent 1, sigma0 = 0.25",,valid,,3,3,73.80999999999999,0.955196314900765,"73.19,74.91,73.33",,current=target,per-layer-self-paired,30.0,50000.0,73.81,0.955196314900765
per_layer_sigma,"Per-layer sigma profiles (rho), adaptive controller, sigma0 sweep",Aubin,"own self-paired assets per seed (different digest scheme); per_layer_cpu is a 6,000/2,000-image CPU pilot of 12 epochs",test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",s0_0.5@sigma0=0.5,"Per-layer blur strength, exponent 1, sigma0 = 0.5",,valid,,3,3,76.40666666666668,0.8578072821638517,"75.49,77.19,76.54",,current=target,per-layer-self-paired,30.0,50000.0,76.40666666666667,0.8578072821638517
per_layer_sigma,"Per-layer sigma profiles (rho), adaptive controller, sigma0 sweep",Aubin,"own self-paired assets per seed (different digest scheme); per_layer_cpu is a 6,000/2,000-image CPU pilot of 12 epochs",test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",s0_1.5@sigma0=1.5,"Per-layer blur strength, exponent 1, sigma0 = 1.5",,valid,,3,3,74.54666666666667,0.3758102358017058,"74.35,74.31,74.98",,current=target,per-layer-self-paired,30.0,50000.0,74.54666666666667,0.3758102358017058
per_layer_sigma,"Per-layer sigma profiles (rho), adaptive controller, sigma0 sweep",Aubin,"own self-paired assets per seed (different digest scheme); per_layer_cpu is a 6,000/2,000-image CPU pilot of 12 epochs",test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",s0_2@sigma0=2,"Per-layer blur strength, exponent 1, sigma0 = 2",,valid,,3,3,70.58666666666666,0.7115007613020051,"70.64,69.85,71.27",,current=target,per-layer-self-paired,30.0,50000.0,70.58666666666666,0.7115007613020051
resbench_resolution_only,"Resolution-only benchmark: 7 operators x 5 sites x 4 schedules, all Gaussian disabled",Max,reference recipe; evaluation every 2 epochs; fixed16 / fixed24 controls report their reduced-resolution path,test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",bilinear__D1__Rprog,"Shrink block 1 with bilinear, 16 to 24 to 32",operator,valid,,3,3,80.23000000000002,0.3815756805667752,"79.83,80.59,80.27",436.37209187666605,current=target,r20bn-campaign-assets,30.0,50000.0,80.23,0.3815756805667752
resbench_resolution_only,"Resolution-only benchmark: 7 operators x 5 sites x 4 schedules, all Gaussian disabled",Max,reference recipe; evaluation every 2 epochs; fixed16 / fixed24 controls report their reduced-resolution path,test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",bilinear__input__Rprog,"Shrink the input image with bilinear, 16 to 24 to 32",operator,valid,,3,3,79.56333333333335,0.6798774399355655,"78.98,79.40,80.31",426.7930171103338,current=target,r20bn-campaign-assets,30.0,50000.0,79.56333333333333,0.6798774399355655
resbench_resolution_only,"Resolution-only benchmark: 7 operators x 5 sites x 4 schedules, all Gaussian disabled",Max,reference recipe; evaluation every 2 epochs; fixed16 / fixed24 controls report their reduced-resolution path,test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",hminus1__D1__Rgentle,"Shrink block 1 with smoothness-optimal reconstruction, 24 to 32 only",res,valid,,3,3,78.89666666666668,0.11239810200058223,"79.02,78.87,78.80",548.3039167259999,current=target,r20bn-campaign-assets,30.0,50000.0,78.89666666666668,0.11239810200058223
resbench_resolution_only,"Resolution-only benchmark: 7 operators x 5 sites x 4 schedules, all Gaussian disabled",Max,reference recipe; evaluation every 2 epochs; fixed16 / fixed24 controls report their reduced-resolution path,test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",hminus1__D1__Rlate,"Shrink block 1 with smoothness-optimal reconstruction, 16 to 24 to 32, longer at low res",res,valid,,3,3,79.55333333333333,0.6601010023726179,"78.82,79.74,80.10",564.1345543486665,current=target,r20bn-campaign-assets,30.0,50000.0,79.55333333333333,0.6601010023726179
resbench_resolution_only,"Resolution-only benchmark: 7 operators x 5 sites x 4 schedules, all Gaussian disabled",Max,reference recipe; evaluation every 2 epochs; fixed16 / fixed24 controls report their reduced-resolution path,test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",hminus1__D1__Rprog,"Shrink block 1 with smoothness-optimal reconstruction, 16 to 24 to 32",operator,valid,,3,3,79.84666666666666,0.7629110913686714,"80.21,80.36,78.97",507.1727978376666,current=target,r20bn-campaign-assets,30.0,50000.0,79.84666666666666,0.7629110913686714
resbench_resolution_only,"Resolution-only benchmark: 7 operators x 5 sites x 4 schedules, all Gaussian disabled",Max,reference recipe; evaluation every 2 epochs; fixed16 / fixed24 controls report their reduced-resolution path,test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",hminus1__D1__Rreverse,"Shrink block 1 with smoothness-optimal reconstruction, 24 to 16 to 32 (order control)",res,valid,,3,3,79.5,0.4050925820105817,"79.49,79.10,79.91",527.0424750000001,current=target,r20bn-campaign-assets,30.0,50000.0,79.5,0.4050925820105817
resbench_resolution_only,"Resolution-only benchmark: 7 operators x 5 sites x 4 schedules, all Gaussian disabled",Max,reference recipe; evaluation every 2 epochs; fixed16 / fixed24 controls report their reduced-resolution path,test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",hminus1__input__Rprog,"Shrink the input image with smoothness-optimal reconstruction, 16 to 24 to 32",operator,valid,,3,3,79.76333333333334,0.6459360133429137,"80.33,79.06,79.90",560.1214672463333,current=target,r20bn-campaign-assets,30.0,50000.0,79.76333333333334,0.6459360133429137
resbench_resolution_only,"Resolution-only benchmark: 7 operators x 5 sites x 4 schedules, all Gaussian disabled",Max,reference recipe; evaluation every 2 epochs; fixed16 / fixed24 controls report their reduced-resolution path,test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",l2__D1__Rprog,"Shrink block 1 with least-squares reconstruction, 16 to 24 to 32",operator,valid,,3,3,80.10999999999999,0.5173973328110612,"79.54,80.24,80.55",509.50568323033326,current=target,r20bn-campaign-assets,30.0,50000.0,80.11,0.5173973328110612
resbench_resolution_only,"Resolution-only benchmark: 7 operators x 5 sites x 4 schedules, all Gaussian disabled",Max,reference recipe; evaluation every 2 epochs; fixed16 / fixed24 controls report their reduced-resolution path,test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",l2__input__Rprog,"Shrink the input image with least-squares reconstruction, 16 to 24 to 32",operator,valid,,3,3,79.63666666666667,0.3332166462428542,"79.28,79.94,79.69",537.1630823903332,current=target,r20bn-campaign-assets,30.0,50000.0,79.63666666666667,0.3332166462428542
resbench_resolution_only,"Resolution-only benchmark: 7 operators x 5 sites x 4 schedules, all Gaussian disabled",Max,reference recipe; evaluation every 2 epochs; fixed16 / fixed24 controls report their reduced-resolution path,test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",max__D0__Rprog,"Shrink block 0 with max-pool, 16 to 24 to 32",res,valid,,3,3,80.07666666666667,0.6146001410131081,"80.73,79.51,79.99",437.5632546906666,current=target,r20bn-campaign-assets,30.0,50000.0,80.07666666666667,0.6146001410131081
resbench_resolution_only,"Resolution-only benchmark: 7 operators x 5 sites x 4 schedules, all Gaussian disabled",Max,reference recipe; evaluation every 2 epochs; fixed16 / fixed24 controls report their reduced-resolution path,test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",max__D1__Rgentle,"Shrink block 1 with max-pool, 24 to 32 only",res,valid,,3,3,79.77666666666666,0.3194265695482041,"79.65,80.14,79.54",429.540004283,current=target,r20bn-campaign-assets,30.0,50000.0,79.77666666666666,0.3194265695482041
resbench_resolution_only,"Resolution-only benchmark: 7 operators x 5 sites x 4 schedules, all Gaussian disabled",Max,reference recipe; evaluation every 2 epochs; fixed16 / fixed24 controls report their reduced-resolution path,test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",max__D1__Rlate,"Shrink block 1 with max-pool, 16 to 24 to 32, longer at low res",res,valid,,3,3,80.07,0.5301886456724588,"79.81,79.72,80.68",436.15852766100033,current=target,r20bn-campaign-assets,30.0,50000.0,80.07,0.5301886456724589
resbench_resolution_only,"Resolution-only benchmark: 7 operators x 5 sites x 4 schedules, all Gaussian disabled",Max,reference recipe; evaluation every 2 epochs; fixed16 / fixed24 controls report their reduced-resolution path,test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",max__D1__Rprog,"Shrink block 1 with max-pool, 16 to 24 to 32",operator,valid,,3,3,80.59666666666666,0.20033305601755727,"80.75,80.37,80.67",432.69399885466646,current=target,r20bn-campaign-assets,30.0,50000.0,80.59666666666666,0.20033305601755727
resbench_resolution_only,"Resolution-only benchmark: 7 operators x 5 sites x 4 schedules, all Gaussian disabled",Max,reference recipe; evaluation every 2 epochs; fixed16 / fixed24 controls report their reduced-resolution path,test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",max__D1__Rreverse,"Shrink block 1 with max-pool, 24 to 16 to 32 (order control)",res,valid,,3,3,80.21333333333334,0.29535289626704825,"80.23,80.50,79.91",437.9975158529999,current=target,r20bn-campaign-assets,30.0,50000.0,80.21333333333334,0.2953528962670483
resbench_resolution_only,"Resolution-only benchmark: 7 operators x 5 sites x 4 schedules, all Gaussian disabled",Max,reference recipe; evaluation every 2 epochs; fixed16 / fixed24 controls report their reduced-resolution path,test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",max__D1__fixed16,"Shrink block 1 with max-pool, fixed 16x16, never restored",control,valid,"fixed-resolution control: trained and evaluated at 16x16 after block/site reduction; final metric is that reduced path, the 32x32 path is a diagnostic",3,3,73.13333333333333,0.5387330817142522,"72.52,73.53,73.35",418.7514463050002,current,r20bn-campaign-assets,30.0,50000.0,73.13333333333333,0.5387330817142522
resbench_resolution_only,"Resolution-only benchmark: 7 operators x 5 sites x 4 schedules, all Gaussian disabled",Max,reference recipe; evaluation every 2 epochs; fixed16 / fixed24 controls report their reduced-resolution path,test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",max__D1__fixed24,"Shrink block 1 with max-pool, fixed 24x24, never restored",control,valid,fixed-resolution control: trained and evaluated at 24x24; final metric is that reduced path,3,3,76.14666666666666,0.49237519569261007,"76.69,76.02,75.73",436.3353859676669,current,r20bn-campaign-assets,30.0,50000.0,76.14666666666666,0.49237519569261007
resbench_resolution_only,"Resolution-only benchmark: 7 operators x 5 sites x 4 schedules, all Gaussian disabled",Max,reference recipe; evaluation every 2 epochs; fixed16 / fixed24 controls report their reduced-resolution path,test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",max__D2__Rprog,"Shrink block 2 with max-pool, 16 to 24 to 32",res,valid,,3,3,80.24333333333333,0.5559076661940662,"79.67,80.78,80.28",427.8049398973332,current=target,r20bn-campaign-assets,30.0,50000.0,80.24333333333334,0.5559076661940662
resbench_resolution_only,"Resolution-only benchmark: 7 operators x 5 sites x 4 schedules, all Gaussian disabled",Max,reference recipe; evaluation every 2 epochs; fixed16 / fixed24 controls report their reduced-resolution path,test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",max__input__Rprog,"Shrink the input image with max-pool, 16 to 24 to 32",operator,valid,,3,3,79.22666666666667,0.4818021724041195,"78.90,79.00,79.78",432.9169612750002,current=target,r20bn-campaign-assets,30.0,50000.0,79.22666666666667,0.4818021724041195
resbench_resolution_only,"Resolution-only benchmark: 7 operators x 5 sites x 4 schedules, all Gaussian disabled",Max,reference recipe; evaluation every 2 epochs; fixed16 / fixed24 controls report their reduced-resolution path,test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",max__stem__Rprog,"Shrink the first conv layer with max-pool, 16 to 24 to 32",res,valid,,3,3,79.61,0.8243785538209975,"80.55,79.27,79.01",408.5150679256667,current=target,r20bn-campaign-assets,30.0,50000.0,79.61,0.8243785538209975
resbench_resolution_only,"Resolution-only benchmark: 7 operators x 5 sites x 4 schedules, all Gaussian disabled",Max,reference recipe; evaluation every 2 epochs; fixed16 / fixed24 controls report their reduced-resolution path,test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",maxblur__D1__Rgentle,"Shrink block 1 with max-pool then anti-alias blur, 24 to 32 only",res,valid,,3,3,80.31666666666666,0.21962088546705355,"80.18,80.20,80.57",499.284359897333,current=target,r20bn-campaign-assets,30.0,50000.0,80.31666666666666,0.21962088546705355
resbench_resolution_only,"Resolution-only benchmark: 7 operators x 5 sites x 4 schedules, all Gaussian disabled",Max,reference recipe; evaluation every 2 epochs; fixed16 / fixed24 controls report their reduced-resolution path,test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",maxblur__D1__Rlate,"Shrink block 1 with max-pool then anti-alias blur, 16 to 24 to 32, longer at low res",res,valid,,3,3,80.20333333333333,0.5220472520120454,"79.79,80.79,80.03",445.53093296700007,current=target,r20bn-campaign-assets,30.0,50000.0,80.20333333333333,0.5220472520120454
resbench_resolution_only,"Resolution-only benchmark: 7 operators x 5 sites x 4 schedules, all Gaussian disabled",Max,reference recipe; evaluation every 2 epochs; fixed16 / fixed24 controls report their reduced-resolution path,test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",maxblur__D1__Rprog,"Shrink block 1 with max-pool then anti-alias blur, 16 to 24 to 32",operator,valid,,3,3,80.42666666666666,0.7536798613027478,"80.09,79.90,81.29",518.5642806473335,current=target,r20bn-campaign-assets,30.0,50000.0,80.42666666666666,0.7536798613027478
resbench_resolution_only,"Resolution-only benchmark: 7 operators x 5 sites x 4 schedules, all Gaussian disabled",Max,reference recipe; evaluation every 2 epochs; fixed16 / fixed24 controls report their reduced-resolution path,test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",maxblur__D1__Rreverse,"Shrink block 1 with max-pool then anti-alias blur, 24 to 16 to 32 (order control)",res,valid,,3,3,80.45666666666666,0.4428694314731295,"79.95,80.65,80.77",448.0028577000001,current=target,r20bn-campaign-assets,30.0,50000.0,80.45666666666666,0.4428694314731295
resbench_resolution_only,"Resolution-only benchmark: 7 operators x 5 sites x 4 schedules, all Gaussian disabled",Max,reference recipe; evaluation every 2 epochs; fixed16 / fixed24 controls report their reduced-resolution path,test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",maxblur__input__Rprog,"Shrink the input image with max-pool then anti-alias blur, 16 to 24 to 32",operator,valid,,3,3,79.17333333333333,0.426653645634643,"78.71,79.26,79.55",505.006039232,current=target,r20bn-campaign-assets,30.0,50000.0,79.17333333333333,0.426653645634643
resbench_resolution_only,"Resolution-only benchmark: 7 operators x 5 sites x 4 schedules, all Gaussian disabled",Max,reference recipe; evaluation every 2 epochs; fixed16 / fixed24 controls report their reduced-resolution path,test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",none__none__none,"Baseline: no blur, full 32x32 throughout (resolution batch)",plain,valid,,3,3,75.53333333333333,0.36115555282084805,"75.95,75.31,75.34",428.38099844966655,current=target,r20bn-campaign-assets,30.0,50000.0,75.53333333333333,0.36115555282084805
resbench_resolution_only,"Resolution-only benchmark: 7 operators x 5 sites x 4 schedules, all Gaussian disabled",Max,reference recipe; evaluation every 2 epochs; fixed16 / fixed24 controls report their reduced-resolution path,test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",perceptual__D1__Rprog,"Shrink block 1 with perceptual (SSIM-style), 16 to 24 to 32",operator,diverged,,3,0,,,,,current=target,r20bn-campaign-assets,30.0,50000.0,,
